p1a_1,p1a_2,p1a_3,p1a_4,p1a_5,p1a_6,p1a_7,p1a_8,p1a_9,p1a_10,p1a_11,p1a_12,p1a_13,p1a_14,p1a_15,p1a_16,p1a_17,p1a_18,p1a_19,p1a_20,p1a_21,p1a_22,p17_1,p17_4,sexo,edad_1,escol,cond_act,h21_1,Tam_loc,ing_fam,Pondi2,estrato
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,1,2,1,0,23837,31
3,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,1,2,1,8,16524,31
3,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,9,9,1,1,1,5,5,1,1,1,8,20830,31
3,1,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,9,9,1,2,1,4,3,1,2,1,5,20036,31
3,1,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,9,9,1,2,1,3,4,1,6,1,8,17455,31
3,1,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,9,9,1,2,1,3,3,1,14,1,6,17455,31
3,2,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,5,1,1,12,1,7,10415,31
3,2,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,3,1,14,1,5,84527,31
3,2,2,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,5,3,1,14,1,8,65909,31
3,1,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,9,9,1,2,2,3,3,1,14,1,7,61007,31
3,1,3,1,3,2,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,4,1,2,1,7,97190,31
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,3,3,2,3,3,3,3,1,2,2,7,1,1,-1,2,4,139436,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,99,2,3,97704,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,2,3,3,3,3,3,3,1,2,1,3,3,1,8,2,3,52315,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,2,3,2,2,3,3,3,1,2,1,3,3,1,8,2,3,52315,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,2,5,2,3,97704,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,2,3,2,2,3,3,3,1,2,1,5,1,1,4,2,3,39783,42
3,3,3,1,2,2,3,2,1,2,2,2,3,3,3,2,3,3,3,3,3,3,1,1,1,3,3,1,8,2,4,85181,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,5,2,3,97704,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,6,2,2,11,2,5,108049,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,5,2,3,97434,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,2,3,3,3,3,3,3,1,2,1,4,3,1,5,2,3,43433,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,2,3,3,3,3,3,3,1,1,2,3,2,2,5,2,3,33255,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,3,3,3,3,3,3,3,1,2,2,4,2,2,5,2,3,66932,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,2,3,3,3,3,3,3,1,1,1,4,3,1,7,2,4,65149,42
3,3,3,3,2,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,2,5,2,3,33255,42
3,3,3,2,2,2,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,5,2,2,-1,2,5,77199,42
3,3,3,2,2,2,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,4,4,1,12,2,4,65149,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,2,3,3,3,3,3,3,1,1,1,3,3,1,7,2,3,52170,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,5,2,1,7,2,4,39673,42
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1,7,2,3,52170,42
3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,4,2,5,4,4,282563,44
3,3,3,2,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,1,2,4,0,102363,44
3,3,3,3,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,6,4,4,459267,44
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,4,1,6,1,8,58650,11
3,3,3,1,1,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,4,3,1,5,1,7,74190,11
9,9,9,1,1,3,9,2,3,9,9,9,9,9,3,3,3,3,3,3,3,3,1,2,2,3,3,1,5,1,8,107609,11
3,3,3,1,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,6,3,1,2,1,8,117200,11
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,5,3,1,5,1,5,66182,11
3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,3,5,1,2,1,8,170963,11
9,9,9,2,1,3,9,2,2,9,9,9,9,9,3,2,3,9,3,3,3,3,1,1,2,6,3,1,5,1,8,121890,11
3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,1,4,3,3,18618,13
3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,2,3,3,1,14,3,8,42182,13
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,1,2,4,3,3,7057,13
3,3,3,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,7,1,1,7,3,4,30706,13
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,2,5,3,2,21091,13
3,3,3,1,1,2,3,2,2,2,3,2,3,2,2,1,3,3,3,3,3,3,1,2,2,2,3,1,13,1,8,101504,11
3,3,3,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,4,1,11,1,5,23319,11
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,1,11,1,8,21930,11
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,3,1,-1,1,5,35110,11
3,2,3,1,1,1,3,1,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,1,1,2,4,1,-1,3,7,96998,13
3,3,3,1,1,2,3,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,2,11,3,4,43954,13
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,3,2,2,3,4,61426,13
3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,4,3,0,59020,13
3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,2,6,3,5,44575,13
3,3,3,1,2,3,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,1,1,1,2,4,2,2,3,7,57551,13
3,3,3,1,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,1,1,1,3,4,1,1,3,4,41838,13
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,1,2,4,1,5,1,8,68739,41
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,1,2,4,1,99,1,6,54991,41
3,3,3,2,1,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,1,1,2,3,5,1,2,1,8,22880,41
3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,1,7,1,8,41243,41
3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,3,1,2,1,5,20471,41
3,3,3,2,1,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,2,1,2,4,1,7,1,8,54991,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,6,2,1,7,1,8,23197,41
3,3,3,3,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,2,6,1,5,11440,41
3,3,3,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,6,3,1,9,1,6,19968,41
3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,5,1,0,58988,41
3,3,3,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,4,1,14,1,7,42113,41
3,3,3,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,1,8,4,3,24750,14
3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,4,4,1,12,4,6,49500,14
3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,6,2,1,11,4,6,52131,14
3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,2,1,3,3,1,8,1,5,73627,31
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,5,2,2,-1,1,0,53431,31
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,1,4,1,1,4,4,5,93376,34
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,5,2,5,3,8,87427,33
3,3,3,2,3,3,3,2,3,2,3,1,3,3,2,3,2,3,3,3,3,3,1,2,1,2,3,2,4,3,0,60969,33
3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,1,4,3,7,33176,33
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,1,12,2,2,39700,32
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,5,1,2,4,1,0,47419,31
3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,3,1,11,1,3,11366,31
3,3,3,2,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,-1,2,1,6,67169,31
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,2,1,11,1,3,17049,31
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,11,1,0,72134,31
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,1,2,4,2,-1,1,0,43119,31
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,12,4,0,162087,34
3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,1,4,3,1,4,4,6,73534,34
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,1,1,4,4,3,38224,34
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,3,3,1,7,2,7,103132,32
3,3,3,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,14,2,0,391401,32
3,3,3,2,3,3,2,2,3,3,3,1,3,3,3,2,3,3,3,3,3,3,1,2,2,3,3,1,10,2,0,85438,32
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,2,1,8,2,5,150084,32
2,3,3,1,2,2,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,1,5,3,1,-1,2,0,88816,32
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,2,9,2,5,251078,32
3,3,3,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,2,14,2,0,225126,32
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,2,1,3,1,6,8860,31
3,3,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,8,1,4,9360,31
3,2,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,9,1,0,4680,31
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,8,1,3,1,4,8860,31
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,2,2,1,4,7754,31
3,3,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,1,5,1,5,7754,31
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,5,1,1,1,8,10191,31
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,8,1,4,33694,31
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,3,3,1,2,1,0,8878,31
3,3,3,3,1,1,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,1,1,2,2,4,2,4,4,8,149048,14
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,2,4,4,31536,14
3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,1,5,4,7,115820,14
3,3,3,1,1,1,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,4,3,1,5,4,4,69492,14
3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,4,2,2,3,4,18881,43
3,3,3,3,1,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,4,1,2,3,8,41967,43
3,3,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,4,2,6,3,2,28321,43
3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,4,2,-1,3,3,61841,43
3,3,3,1,2,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,1,3,3,8,36755,43
3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,5,4,2,2,3,3,32666,43
3,3,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,4,2,5,3,3,14071,43
3,3,3,1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,6,3,8,11037,43
3,3,3,2,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,2,5,3,3,14071,43
3,3,3,1,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,2,97,3,0,41227,43
3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,4,3,1,4,3,0,18378,43
3,3,3,2,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,2,8,3,4,50730,43
3,3,3,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,4,2,11,3,5,56461,43
3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,2,11,3,2,56461,43
3,3,3,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,5,3,4,339260,43
3,3,3,2,3,2,3,1,1,3,3,3,3,3,2,1,3,3,3,3,3,3,1,1,1,5,2,1,11,3,4,168394,43
3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,1,4,1,1,11,3,4,110612,43
3,3,3,3,3,1,3,1,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,2,5,1,2,4,3,4,173433,43
3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,1,1,4,3,3,66846,43
3,3,3,1,2,2,3,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,1,1,2,6,1,2,5,3,4,38430,33
3,3,3,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,14,3,3,64585,33
3,3,3,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,6,3,0,38606,33
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,7,3,1,9,1,8,46175,31
3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,2,-1,1,0,14373,31
3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,1,2,14,2,0,128157,32
3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,5,2,2,7,2,0,164682,32
3,3,3,3,2,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,2,2,1,2,2,2,5,260934,32
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,4,1,8,1,8,13450,11
3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,2,1,12,1,6,4549,11
3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,6,2,2,-1,1,0,6725,11
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,5,3,1,7,1,8,23358,11
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,7,3,1,99,1,0,43891,11
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,4,2,-1,1,0,3651,11
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,3,1,7,1,8,4549,11
3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,3,1,2,1,5,20960,11
3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,2,6,1,5,19244,11
3,3,3,2,2,2,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,1,1,2,3,2,2,5,4,3,81275,44
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,3,3,3,3,3,3,3,1,1,2,5,2,2,4,4,4,251567,44
3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,7,2,2,-1,1,0,46170,31
3,3,3,1,3,3,3,2,9,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,7,3,2,-1,1,3,51505,21
3,2,2,2,3,2,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,1,4,4,1,1,1,6,6432,21
3,1,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,5,4,2,7,1,6,45759,21
3,2,3,1,1,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,2,2,1,2,5,1,5,39024,21
3,1,2,1,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,5,4,2,5,1,5,60622,21
3,2,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,4,1,14,1,8,3945,21
3,1,3,1,1,3,1,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,1,2,1,7,5,2,7,1,3,1681,21
3,3,2,2,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,7,1,8,5720,21
3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,7,2,2,-1,1,0,71125,31
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,2,4,2,1,4,4,3,123161,14
3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,1,2,2,3,2,-1,4,0,144976,14
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,3,1,1,4,4,5,92023,14
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,1,4,4,4,96651,14
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,2,4,1,2,4,4,3,61580,14
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,6,2,2,-1,4,0,31115,44
3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,1,7,4,4,59318,14
3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,1,2,-1,4,0,30421,14
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,7,1,2,-1,4,0,45632,14
3,3,3,1,1,2,3,1,2,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,4,1,1,2,4,3,46329,14
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,1,3,4,8,63074,14
3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,1,2,-1,4,0,30421,14
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,2,2,-1,2,0,24807,12
3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,2,-1,2,0,13165,12
3,3,3,2,2,2,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,1,2,1,4,3,1,4,2,5,18153,12
3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,2,7,2,4,26330,12
3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,2,7,2,2,-1,2,0,38332,12
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,7,2,2,-1,1,0,674909,11
3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,7,2,2,-1,1,0,21514,21
3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,7,3,2,-1,1,0,21514,21
3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,1,1,2,3,2,98,3,0,51248,23
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,7,3,2,-1,3,0,41357,23
3,2,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,2,-1,3,0,51248,23
3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,4,2,97,3,0,57734,23
3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,6,4,2,12,3,0,38264,23
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,1,2,5,3,3,25598,23
3,1,3,1,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,4,2,8,1,4,11330,21
3,1,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,1,1,97,1,0,4849,21
3,2,3,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,5,3,1,14,1,5,19533,21
3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,2,5,1,4,19360,21
3,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,1,1,5,1,1,11,4,4,65795,24
3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,3,1,5,4,3,65795,24
3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,4,3,1,12,4,5,60290,24
3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,2,1,4,2,1,12,4,4,24116,24
3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,2,5,4,2,11,4,5,56820,24
3,3,3,2,1,2,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,1,2,1,2,3,1,12,4,5,119265,24
3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,1,2,2,6,1,2,-1,4,4,53615,24
3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,97,4,4,116906,24
3,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,2,1,4,1,1,7,4,3,51387,24
2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,3,1,12,2,0,16346,22
2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,3,1,12,2,0,24518,22
3,3,3,2,2,2,3,1,1,3,3,2,3,3,3,2,3,3,3,3,3,3,1,1,1,7,2,2,-1,2,0,8035,22
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,7,4,2,-1,1,0,113977,21
3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,5,3,2,6,1,4,168216,21
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,7,5,2,-1,1,0,54151,21
3,2,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,1,2,2,1,0,100308,21
3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,6,4,2,6,1,0,67033,21
3,2,2,2,2,8,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,2,7,1,4,142754,21
2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,1,2,-1,1,0,8878,21
2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,3,1,5,1,8,22636,21
