p1a_1,p1a_2,p1a_3,p1a_4,p1a_5,p1a_6,p1a_7,p1a_8,p1a_9,p1a_10,p1a_11,p1a_12,p1a_13,p1a_14,p1a_15,p1a_16,p1a_17,p1a_18,p1a_19,p1a_20,p1a_21,p1a_22,p17_1,p17_4,sexo,edad_1,escol,cond_act,h21_1,Tam_loc,ing_fam,Pondi2,estrato
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,1,2,4,3,3,21091,13
3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,6,1,2,-1,3,3,17643,13
3,3,3,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,4,1,97,1,5,15775,11
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,2,8,1,6,67669,11
3,3,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1,2,3,0,41256,13
3,3,3,1,1,2,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,1,1,5,4,1,2,3,5,8098,13
3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,2,5,1,4,23025,41
3,3,3,2,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,2,1,6,4,1,2,1,6,23197,41
3,3,3,1,1,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,2,2,4,1,2,1,8,67035,41
3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,3,2,-1,4,0,24023,14
3,3,3,2,3,2,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,1,1,1,2,3,1,6,1,8,183643,31
3,3,3,1,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,4,1,-1,1,4,307219,31
3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,2,4,3,2,6,1,4,23232,31
3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,12,3,6,28904,33
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,3,1,13,1,5,36821,31
3,8,3,1,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,9,9,1,1,1,3,3,1,14,2,7,103132,32
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,2,3,3,2,7,2,5,85438,32
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,2,1,5,2,7,88816,32
3,3,3,1,1,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,1,1,3,3,1,6,1,3,9360,31
3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,2,3,3,1,2,1,7,7754,31
3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,2,2,-1,1,0,11466,31
3,3,3,1,3,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,2,3,4,2,1,1,6,7355,31
3,3,3,1,2,2,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,3,4,1,6,1,4,13317,31
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,5,3,2,8,4,5,62475,14
3,3,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,4,2,5,3,2,14071,43
3,3,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,1,8,3,3,33820,43
3,3,3,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,3,1,11,3,4,33574,43
3,3,3,1,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,1,2,-1,3,4,73176,43
3,3,3,3,3,2,3,3,8,1,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,4,1,11,3,4,88576,43
3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,3,1,7,3,8,167114,43
3,3,3,1,1,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,7,2,2,-1,3,0,30531,33
3,3,3,1,1,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,2,11,3,3,14098,33
3,2,3,1,2,3,3,1,3,3,3,3,3,3,2,2,3,3,2,3,3,3,1,2,2,4,3,1,12,3,8,5370,33
3,3,3,1,1,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,2,3,4,43057,33
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,4,3,1,5,2,7,67118,42
3,2,3,1,3,2,3,1,3,3,3,3,3,2,3,2,3,3,3,3,3,3,1,2,1,5,3,1,2,1,8,87878,31
3,3,3,1,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,1,2,4,4,2,2,1,6,27197,11
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,1,6,1,7,19244,11
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,4,1,12,1,6,18063,11
3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,3,1,6,1,8,13268,11
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,2,1,7,18063,11
3,3,3,2,2,2,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,1,7,4,3,81275,44
3,3,3,2,2,2,3,2,1,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,1,3,4,1,5,4,3,127504,44
3,3,3,2,1,2,3,2,2,3,3,2,3,3,2,2,3,3,3,3,3,3,1,1,1,2,4,1,14,4,3,195344,44
3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,2,4,4,3,163582,44
3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,2,4,1,2,4,4,2,163582,44
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,3,3,3,3,3,3,3,1,2,2,4,2,2,4,4,4,218110,44
3,3,3,2,2,2,3,2,1,3,3,2,3,3,2,3,3,3,3,3,3,3,1,1,2,2,3,2,5,4,3,238128,44
3,3,3,2,1,2,3,2,1,3,3,2,3,3,2,2,3,3,3,3,3,3,1,1,1,4,3,1,7,4,3,159224,44
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,1,2,1,4,17212,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,2,1,6,4,1,9,1,3,5344,41
3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,11,1,5,63348,41
3,3,3,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,-1,1,5,41349,41
3,3,3,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,3,1,10,1,3,8841,41
3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,1,1,7,1,4,8606,41
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,5,3,1,11,1,7,30593,41
3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,5,1,6,31674,41
3,3,3,1,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,6,4,1,7,1,3,10689,41
3,3,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,1,6,1,3,16217,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,1,1,5,1,3,5344,41
3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,1,1,10,1,3,6589,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,8,1,4,34707,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,1,11,1,3,23207,41
3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,5,3,2,11,1,6,18333,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,3,2,5,1,8,15895,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,2,7,1,4,15895,41
3,3,3,2,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,1,10,1,3,5923,41
3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,1,10,1,4,28471,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,1,12,1,0,172767,41
3,3,3,3,1,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,4,2,8,1,8,315909,41
3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,7,3,1,2,1,5,100258,41
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,7,2,1,10,1,3,100187,41
3,3,3,3,1,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,2,11,1,3,81266,41
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,2,2,11,1,4,81266,41
3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,4,1,97,1,3,37782,41
3,3,3,2,1,2,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,6,2,1,1,1,5,157987,41
3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,2,1,11,1,5,151129,41
3,3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,2,1,3,1,8,163564,41
3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,1,1,11,1,6,98871,41
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,5,1,2,12,1,5,170297,41
3,3,3,1,3,3,3,2,3,3,3,1,3,3,3,2,3,3,3,3,3,3,1,2,2,4,5,1,3,1,8,31695,31
3,3,3,1,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,1,14,1,8,25330,31
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,4,2,7,1,8,38591,31
3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,5,1,11,1,8,70569,31
3,3,3,3,3,2,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,1,4,3,1,3,1,6,70191,31
3,2,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,4,1,7,1,8,265811,21
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,1,1,9,1,7,157162,21
3,2,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,2,5,1,4,279666,21
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,4,1,7,1,4,19297,21
3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,2,7,1,8,50899,21
3,2,3,1,1,2,3,1,3,3,2,2,3,3,2,2,3,3,3,3,3,3,1,2,2,2,3,2,2,1,8,39024,21
3,3,3,2,1,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,4,2,2,1,6,81911,21
9,2,9,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,4,3,2,12,1,0,106542,21
9,2,2,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,5,4,1,6,1,8,36837,21
3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,2,1,2,3,2,8,1,8,40064,21
3,1,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,6,4,1,8,1,0,31932,21
3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,5,3,1,2,1,6,4542,21
3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,7,4,2,-1,1,0,53948,31
3,3,3,1,1,2,3,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,1,14,1,5,80359,31
3,3,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,2,2,2,1,7,33136,31
3,3,3,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1,7,1,6,35005,31
3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,-1,1,0,33955,11
3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,2,2,5,1,4,14667,11
3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,2,1,-1,1,8,38917,11
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,2,2,3,1,11,1,0,46039,11
3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,1,5,3,1,97,1,0,8484,11
3,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,2,1,2,3,1,5,4,4,57695,14
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,2,2,3,2,-1,4,0,96651,14
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,7,2,8,85844,42
3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,1,1,7,2,3,32640,42
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,3,1,11,2,3,35733,42
3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,1,10,2,8,80162,42
3,3,3,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,1,2,2,8,36712,42
3,3,3,1,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,5,3,1,5,2,8,65280,42
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,2,2,-1,2,0,11151,42
3,3,2,1,1,2,3,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,1,7,2,7,35913,42
3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,1,2,1,4,3,1,5,2,6,89783,42
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,1,2,2,3,2,2,7,2,5,41246,42
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,9,9,1,2,1,6,2,1,4,2,4,33454,42
3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,1,1,7,2,4,32804,42
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,9,1,2,1,6,1,1,7,4,4,62229,44
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,9,9,1,1,1,7,2,1,12,4,2,35670,44
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,11,4,3,184405,44
3,3,3,1,1,2,8,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1,7,4,0,63074,14
3,3,3,2,1,2,9,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,2,7,4,3,63312,14
3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,4,1,7,4,5,63074,14
3,3,3,1,1,2,3,1,2,3,3,2,3,3,2,3,3,3,3,3,3,3,1,1,1,4,3,1,5,4,8,92659,14
3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,2,4,8,118636,14
3,3,3,1,1,2,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,4,3,1,4,4,8,46329,14
3,3,3,3,3,2,3,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,1,1,1,4,2,1,9,2,8,27229,12
3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,3,2,7,2,3,37210,12
3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,2,1,5,2,1,7,1,0,403178,11
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,5,1,1,1,0,443844,11
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,2,2,4,2,2,12,1,5,29733,11
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,3,2,12,1,5,29733,11
3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,2,1,12,1,6,19747,11
3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,1,2,8,1,4,21039,11
3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,2,1,4,1,1,7,1,5,14505,11
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,10,1,3,43610,11
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,2,1,8,1,4,13555,11
3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,99,1,0,106249,21
3,1,2,2,2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,1,14,1,3,92857,21
3,1,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,1,5,1,8,37348,21
3,2,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,4,2,5,1,8,169935,21
3,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,4,1,5,1,5,92857,21
3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,1,2,1,0,37348,21
3,3,3,2,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,2,14,1,5,123723,21
3,2,2,2,1,2,1,2,2,3,3,1,3,3,2,2,3,3,3,3,3,2,1,2,1,5,3,1,-1,1,8,126222,21
3,2,2,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,4,1,7,1,6,55517,21
3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,1,14,3,3,42940,23
3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,5,3,5,78583,23
3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,3,1,5,3,3,17271,23
3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,2,-1,3,0,57734,23
3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,4,1,2,3,5,43177,23
3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,6,3,4,51248,23
3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,4,2,2,3,0,51248,23
3,3,3,3,1,2,3,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,1,2,3,4,25906,23
3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,1,7,3,4,42940,23
3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,3,1,5,3,7,38433,23
3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,3,4,1,8,3,5,47777,23
3,3,3,2,1,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,3,4,1,2,3,8,64237,23
3,3,3,1,1,1,3,1,1,2,1,2,3,3,3,2,3,3,3,3,3,3,1,2,2,4,4,1,2,3,7,121308,23
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,1,1,3,4,1,5,3,6,51974,23
3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,2,1,3,5,1,1,3,8,51974,23
3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,4,1,5,3,6,77962,23
3,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,7,1,2,-1,1,6,4994,21
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,5,3,1,2,1,5,15801,21
3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,6,2,1,7,4,4,71294,24
3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,1,3,3,3,1,1,2,5,2,2,99,4,0,121073,24
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,2,5,1,1,97,4,7,60537,24
3,2,3,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,5,1,2,4,4,5,90805,24
3,3,3,2,1,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,3,2,1,2,1,5,2,1,12,2,7,37712,22
3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,5,1,1,1,8,47597,21
3,2,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,12,1,8,141235,21
3,1,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,2,1,8,288758,21
3,2,3,1,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,1,5,1,8,94157,21
3,1,3,1,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,1,8,1,3,47597,21
3,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,4,4,1,2,1,5,47597,21
3,2,3,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,4,5,1,1,1,0,150235,21
3,1,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,1,5,1,8,112447,21
3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,4,1,5,1,0,112447,21
3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,2,2,6,1,8,134202,21
3,2,3,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,2,4,2,1,1,0,41747,21
3,2,2,1,1,2,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,2,1,1,2,4,4,1,3,1,3,16653,21
3,3,3,2,2,2,3,2,2,3,3,3,3,3,3,1,3,3,2,3,3,3,1,1,2,3,3,1,2,2,5,8917,22
3,3,3,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,12,2,4,16182,22
3,3,3,1,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,7,2,0,16182,22
3,3,3,1,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,1,12,2,5,13192,22
3,3,3,1,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,4,2,1,5,2,5,4001,22
3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,3,2,10,2,4,16182,22
3,3,3,2,2,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,1,1,1,2,4,1,7,2,0,73366,12
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,7,1,2,-1,3,0,19521,13
3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,2,2,4,3,0,40627,13
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,2,-1,3,0,60941,13
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,6,2,2,4,3,5,28857,13
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,2,1,7,2,5,15081,12
3,3,3,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,1,8,2,3,30915,12
3,3,3,2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,1,14,2,5,20532,12
3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,4,3,2,5,2,7,21387,12
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,2,7,2,6,33568,12
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,5,2,2,12,2,5,10553,12
3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,2,14,2,5,40076,12
3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,7,2,4,33568,12
3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,4,1,7,2,7,42614,12
3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,4,2,7,2,4,33568,12
